ImageId,EncodedPixels
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,93549 4 94066 8 94583 12 95102 12 95620 15 96138 16 96657 16 97176 16 97695 18 98214 18 98733 18 99252 18 99773 16 100292 18 100811 18 101330 18 101849 18 102368 18 102889 16 103408 16 103929 14 104448 14 104969 12 105490 9 106010 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,24520 5 25039 7 25556 10 26075 11 26594 12 27113 13 27632 14 28151 14 28670 14 29189 14 29708 15 30227 16 30746 16 31265 16 31784 16 32303 18 32823 17 33343 16 33862 16 34381 16 34901 15 35421 14 35940 14 36461 12 36982 10 37503 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,50480 8 50997 12 51514 14 52031 18 52549 19 53067 20 53586 20 54104 21 54622 22 55141 22 55659 23 56177 24 56696 22 57215 22 57734 22 58253 21 58772 20 59291 20 59810 19 60329 18 60848 18 61367 18 61886 17 62405 16 62924 16 63443 16 63962 15 64482 13 65002 12 65521 11 66041 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,129 18 648 20 1165 22 1686 20 2205 22 2724 22 3243 22 3764 20 4283 20 4802 20 5323 18 5842 18 6361 16 6882 14 7401 14 7922 10 8443 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,112767 12 113284 16 113801 20 114319 24 114838 26 115355 28 115874 30 116393 30 116912 30 117431 30 117950 30 118469 30 118988 30 119507 30 120028 27 120547 26 121066 24 121589 18
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,21950 2 22467 6 22985 9 23503 11 24021 13 24540 14 25059 15 25578 16 26097 16 26616 16 27135 16 27654 18 28173 18 28692 18 29211 18 29730 18 30249 18 30770 16 31289 16 31808 16 32327 16 32848 14 33367 14 33888 10 34407 10 34928 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,81665 7 82182 11 82700 13 83219 14 83736 17 84255 17 84774 19 85293 17 85812 19 86331 19 86850 19 87369 19 87888 19 88407 19 88926 19 89447 15 89964 17 90471 4 90483 17 90986 31 91503 32 92020 32 92537 32 93056 30 93575 28 94094 28 94613 26 95132 26 95651 26 96170 26 96689 26 97208 26 97727 26 98246 26 98767 24 99286 24 99806 23 100327 19 100847 18 101367 17 101888 13 102409 9 102932 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,171 2 175 2 690 8 1207 12 1726 12 2245 14 2764 14 3283 14 3804 12 4323 13 4842 14 5361 14 5882 13 6401 15 6920 15 7439 15 7959 14 8479 13 8998 13 9518 12 10038 11 10558 10 11078 8 11598 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,57792 3 58309 11 58826 15 59345 17 59862 19 60381 19 60898 23 61417 23 61936 23 62455 23 62974 23 63492 24 64012 22 64531 21 65050 21 65569 20 66088 18 66608 14 67130 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,89997 6 90514 10 91031 14 91550 16 92067 18 92586 18 93105 20 93624 20 94143 20 94662 22 95181 22 95700 22 96219 24 96738 24 97257 24 97778 22 98297 22 98816 22 99335 22 99854 22 100375 20 100894 20 101413 20 101934 18 102453 18 102972 18 103493 16 104012 15 104534 11 105055 8 105576 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,36033 4 36550 8 37067 12 37586 12 38105 12 38622 16 39141 16 39660 16 40179 16 40696 18 41215 18 41734 18 42253 18 42770 20 43289 18 43808 18 44327 18 44846 18 45367 14 45886 14 46405 14 46926 10 47447 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,64056 8 64573 11 65091 12 65610 13 66128 15 66646 16 67165 16 67684 16 68203 17 68722 18 69241 18 69760 18 70279 18 70798 18 71317 18 71836 18 72355 18 72874 18 73393 18 73912 18 74431 18 74950 18 75469 18 75988 16 76507 16 77026 16 77545 16 78064 16 78583 16 79102 16 79621 16 80140 14 80659 14 81180 12 81699 12 82218 10 82739 8 83260 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,232 6 240 2 244 2 749 20 1266 22 1785 24 2304 24 2823 24 3342 24 3861 24 4380 24 4901 23 5420 24 5939 24 6458 22 6979 20 7498 20 8017 20 8536 20 9055 20 9574 20 10093 18 10612 18 11131 18 11652 14 12171 14 12691 13 13211 10 13731 7 14252 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114433 7 114951 10 115469 12 115986 15 116504 17 117022 18 117540 19 118058 20 118576 21 119094 22 119612 23 120131 23 120649 24 121166 26 121684 27 122203 25 122720 28 123239 29 123758 30 124277 34 124796 39 125315 41 125834 43 126353 43 126872 45 127391 45 127912 45 128431 45 128952 43 129473 2 129481 35 130002 33 130523 29 131042 29
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,29309 3 29826 9 30344 12 30863 14 31382 14 31901 16 32420 16 32939 18 33458 18 33979 18 34498 19 35017 19 35536 19 36055 19 36574 20 37093 19 37614 17 38133 17 38652 17 39171 15 39690 14 40211 12 40732 9 41253 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,84847 6 85364 12 85883 14 86402 15 86919 19 87438 21 87957 21 88476 21 88995 23 89514 23 90033 23 90552 23 91073 21 91592 21 92111 21 92630 21 93151 19 93671 18 94191 16 94711 13 95232 9 95755 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,53721 13 54238 17 54755 21 55274 23 55791 25 56310 27 56827 31 57346 31 57865 31 58384 33 58903 33 59422 33 59941 33 60460 33 60980 32 61500 31 62019 31 62539 30 63059 29 63579 27 64100 24 64619 23 65141 18 65664 12
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,24170 2 24687 8 25204 12 25721 16 26238 19 26754 24 27273 24 27792 24 28309 26 28828 26 29347 26 29866 28 30385 27 30904 26 31421 28 31941 27 32459 28 32978 28 33498 27 34018 26 34537 24 35056 24 35575 22 36094 22 36615 20 37134 18 37655 14 38176 10 38699 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,80219 4 80736 10 81253 14 81772 14 82291 16 82810 16 83329 18 83848 20 84369 18 84888 18 85407 20 85926 20 86445 20 86964 20 87483 20 88004 18 88523 18 89042 16 89563 14 90084 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,113969 7 114487 10 115005 13 115523 14 116041 17 116559 18 117078 20 117596 21 118114 24 118633 24 119152 24 119671 26 120190 26 120709 26 121230 24 121749 26 122268 26 122787 26 123308 24 123829 22 124350 20 124871 17 125392 14 125913 11 126434 6 126955 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,128508 6 129023 12 129542 14 130059 16 130578 16 131097 16
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,1888 9 2403 15 2922 17 3439 21 3956 25 4475 25 4994 25 5513 25 6030 27 6551 25 7070 25 7589 24 8109 21 8630 17 9151 13 9675 6 10194 4 10713 3 11230 7 11747 11 12264 15 12781 17 13298 21 13817 21 14336 23 14853 25 15372 27 15891 27 16410 27 16929 27 17448 27 17967 27 18486 27 19005 27 19524 27 20043 27 20563 26 21083 24 21602 23 22122 22 22642 21 23162 19 23682 17 24201 15 24722 13 25245 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,71443 7 71960 10 72475 17 72993 19 73511 21 74029 23 74548 23 75066 24 75583 26 76101 28 76620 29 77138 28 77656 29 78175 29 78693 30 79211 31 79730 31 80249 29 80768 29 81287 29 81806 27 82325 27 82844 27 83363 25 83882 23 84401 23 84920 21 85441 17 85960 15 86481 11 87004 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,40826 10 41343 14 41860 20 42379 22 42896 24 43415 26 43934 26 44453 26 44970 28 45489 28 46008 30 46527 30 47046 30 47565 28 48084 28 48603 28 49122 28 49641 26 50162 24 50683 20 51202 18 51725 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,101546 7 102063 11 102581 12 103100 12 103619 14 104138 14 104657 16 105175 17 105693 18 106213 17 106731 18 107250 17 107769 16 108288 16 108807 16 109326 16 109845 16 110364 15 110883 14 111402 14 111922 13 112442 10 112962 9 113483 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,125964 6 126481 8 127000 10 127517 12 128036 12 128553 14 129072 14 129591 14 130110 14 130629 14 131148 14
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,10760 9 11277 13 11794 16 12313 16 12830 18 13349 19 13868 20 14385 22 14904 22 15422 23 15940 24 16459 24 16978 22 17496 23 18014 24 18533 24 19052 24 19571 23 20090 22 20609 22 21128 21 21647 20 22166 20 22685 19 23205 17 23725 15 24245 12 24765 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,101062 6 101581 7 102098 10 102617 10 103136 11 103655 12 104174 12 104693 12 105212 12 105731 12 106249 13 106767 13 107286 12 107805 12 108324 12 108843 12 109362 12 109880 13 110398 14 110917 13 111436 12 111955 12 112474 12 112993 12 113512 11 114031 10 114551 8 115072 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,90700 6 91217 13 91736 14 92255 15 92772 18 93291 19 93810 21 94329 21 94848 21 95367 21 95886 21 96405 21 96925 20 97445 19 97964 19 98483 19 99002 18 99521 16 100040 16 100560 15 101080 14 101600 11 102121 9 102642 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,927 9 1440 17 1959 17 2476 19 2995 19 3514 19 4033 19 4553 18 5073 17 5593 16 6114 13 6635 9 7158 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,47643 7 48158 15 48675 17 49192 21 49711 23 50228 25 50747 25 51266 27 51783 29 52302 29 52821 29 53340 29 53860 28 54380 26 54899 25 55419 23 55940 20 56461 17 56982 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114597 3 115114 7 115631 11 116150 12 116667 14 117186 14 117705 14 118224 14 118741 16 119259 17 119778 17 120297 17 120815 18 121333 17 121852 17 122371 17 122890 17 123408 18 123926 19 124445 19 124964 19 125483 17 126002 17 126521 17 127040 15 127559 15 128078 15 128597 13 129116 13 129635 11 130156 7 130677 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,20661 6 21177 12 21695 14 22212 17 22730 19 23249 20 23766 22 24285 22 24804 22 25323 22 25842 22 26359 24 26877 25 27396 25 27915 25 28434 23 28953 23 29472 23 29990 24 30508 25 31027 23 31546 23 32065 23 32584 23 33103 21 33624 19 34143 17 34662 15 35183 13 35704 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,67389 18 67906 22 68423 26 68941 28 69460 30 69979 30 70498 30 71017 30 71536 30 72056 28 72576 26 73096 25 73616 23 74138 18 74662 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,129153 14 129668 22 130187 22 130710 10 131229 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,110476 6 110993 10 111511 13 112030 14 112548 16 113066 18 113585 20 114104 20 114623 20 115143 19 115663 20 116182 20 116702 19 117222 18 117741 18 118262 16 118781 16 119302 14 119823 12 120342 12 120863 10 121382 10 121905 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,451 16 970 16 1489 18 2008 18 2527 18 3046 18 3565 18 4084 18 4603 18 5122 16 5643 14 6162 14 6681 14 7202 10 7721 10 8242 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,82471 8 82990 12 83509 14 84026 18 84545 19 85064 20 85583 23 86102 23 86621 23 87142 23 87661 23 88180 23 88701 21 89222 19 89741 19 90262 17 90781 15 91303 12 91823 9 92340 10 92859 9 93378 9 93895 11 94414 11 94931 13 95450 13 95967 15 96486 17 97001 21 97506 35 98025 35 98544 34 99065 31 99586 28 100106 25 100628 20 101148 17
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,25903 5 26418 13 26935 15 27453 18 27971 21 28003 5 28489 23 28518 11 29008 41 29526 43 30044 45 30563 45 31082 45 31600 46 32118 47 32637 47 33156 47 33675 47 34194 47 34711 49 35230 49 35749 49 36268 49 36787 49 37306 49 37825 49 38346 47 38865 47 39384 17 39406 23 39905 10 39925 23 40426 8 40444 21 40963 21 41484 17 42008 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,51875 6 52393 9 52911 10 53430 12 53949 12 54468 12 54987 12 55506 12 56025 12 56544 14 57063 14 57582 14 58101 14 58622 12 59141 12 59660 12 60179 12 60698 12 61217 12 61736 14 62255 14 62774 13 63295 11 63814 11 64334 9 64854 7 65374 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,502 12 1021 12 1540 12 2061 8 2582 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,46709 2 47226 4 47743 6 48262 6 48779 8 49298 8 49817 8 50338 6 50855 8 51376 6 51895 6 52416 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,1793 2 2049 4 2305 4 2337 10 2561 5 2592 12 2817 6 2836 2 2848 13 3073 6 3089 7 3104 14 3329 7 3342 11 3360 16 3585 7 3597 13 3616 16 3841 8 3850 17 3872 17 4097 27 4128 18 4353 49 4609 49 4865 50 5121 50 5377 50 5633 50 5889 49 6145 5 6153 41 6401 3 6409 40 6666 38 6923 36 7180 17 7198 14 7437 14 7457 8 7694 11 7951 8
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,13314 2 13569 5 13825 6 14081 7 14337 8 14593 8 14849 8 15105 8 15361 8 15617 8 15873 8 16129 8 16385 8 16641 8 16897 8 17153 7 17409 6 17665 6 17921 6 18177 5 18433 4 18689 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,34561 4 34817 4 35073 5 35329 5 35585 6 35841 6 36097 6 36353 6 36609 6 36865 5 37121 5 37377 4 37633 4 37889 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,43009 4 43265 6 43521 8 43777 9 44033 10 44289 10 44545 10 44801 11 45057 10 45313 10
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,52737 2 52993 3 53249 4 53505 5 53761 5 54017 5 54273 5 54529 5 54785 6 55041 6 55297 6 55553 6 55809 5 56065 5 56321 5 56577 5 56833 5 57089 4 57345 4 57601 4 57857 3 58113 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,59137 3 59393 4 59649 4 59905 4 60161 4 60417 4 60673 4 60929 4 61185 5 61441 5 61697 5 61953 6 62209 6 62465 6 62721 5 62977 5 63233 5 63489 5 63745 5 64001 5 64257 5 64513 4 64769 4 65025 4 65281 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51725 2 51979 6 52234 8 52489 9 52745 10 53000 11 53256 11 53512 10 53768 10 54024 9 54281 8 54538 6 54795 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,36905 5 37160 7 37415 9 37670 11 37926 11 38182 12 38437 13 38692 13 38948 13 39204 13 39445 11 39459 13 39700 28 39955 28 40210 29 40465 29 40720 29 40976 28 41232 26 41488 23 41743 23 41999 23 42255 23 42512 22 42768 22 43025 21 43281 20 43538 18 43795 16 44052 12 44309 10 44566 7 44823 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,52001 5 52255 9 52510 11 52765 13 53020 15 53276 15 53531 16 53787 16 54043 16 54298 17 54554 17 54810 18 55066 19 55322 20 55578 22 55834 23 56091 23 56348 2 56353 18 56610 17 56867 16 57123 16 57380 15 57637 14 57893 13 58150 12 58406 12 58662 13 58917 17 59172 19 59427 20 59683 21 59939 21 60195 22 60451 22 60707 22 60963 21 61219 21 61475 21 61731 20 61987 20 62243 19 62500 17 62757 15 63013 14 63269 14 63525 14 63780 15 64035 16 64290 18 64546 19 64802 20 65058 19 65314 20
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,10024 2 10276 9 10531 11 10786 14 11042 15 11297 16 11552 17 11807 19 12062 20 12317 22 12573 22 12829 22 13085 22 13341 22 13597 22 13853 22 14109 22 14366 20 14622 20 14879 19 15135 19 15392 17 15649 15 15905 14 16162 11 16419 8 16676 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,28964 4 29218 8 29474 8 29729 10 29984 11 30240 11 30496 12 30752 12 31009 12 31265 12 31521 12 31778 11 32034 11 32290 11 32547 9 32804 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,46643 7 46898 10 47151 14 47406 16 47661 18 47916 19 48171 20 48427 19 48683 19 48939 18 49196 16 49452 16 49708 16 49965 16 50221 15 50478 14 50734 14 50991 13 51247 13 51505 11 51762 10 52020 7 52277 6 52535 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20528 6 20782 9 21038 10 21293 11 21549 11 21804 13 22060 13 22317 12 22573 12 22829 11 23086 10 23343 8 23600 6 23858 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,37953 1 38206 7 38461 9 38716 10 38971 12 39226 13 39482 13 39737 15 39992 16 40248 16 40504 16 40759 17 41015 17 41270 18 41526 18 41781 18 42037 18 42293 17 42549 17 42805 16 43062 14 43319 11 43578 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,64827 10 65082 11 65337 13
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,26180 4 26435 7 26690 10 26946 11 27202 11 27458 12 27714 12 27969 13 28226 12 28481 13 28738 12 28994 12 29250 11 29507 8 29765 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,27255 7 27509 13 27764 16 28019 18 28274 19 28530 20 28785 21 29041 21 29297 20 29553 20 29809 19 30065 19 30322 17 30578 16 30835 14 31092 12 31349 10 31607 6
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,4984 4 5239 7 5494 10 5749 13 6005 14 6260 16 6516 17 6772 17 7028 17 7285 16 7541 16 7797 16 8053 16 8309 16 8565 16 8821 15 9078 14 9335 12 9592 10 9849 8
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20111 3 20363 9 20617 12 20872 14 21127 16 21382 18 21638 18 21893 20 22149 20 22404 21 22660 21 22916 20 23172 20 23428 19 23685 18 23942 16 24199 14 24457 10
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,2704 4 2959 7 3214 8 3470 9 3726 10 3982 11 4238 12 4494 13 4750 14 5006 15 5262 16 5519 16 5775 17 6032 17 6289 17 6546 17 6803 16 7060 15 7319 12 7577 10 7835 7 8092 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9888 11 10143 13 10398 16 10654 17 10909 19 11165 19 11421 20 11676 21 11922 7 11931 22 12177 32 12432 33 12688 32 12943 33 13198 33 13454 21 13479 6 13710 21 13738 1 13966 20 14222 19 14478 18 14734 18 14990 18 15247 17 15504 16 15761 4 15768 7 16026 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,154 15 410 15 666 15 923 13 1180 11 1438 8
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,30123 6 30378 8 30633 10 30889 11 31144 13 31400 13 31655 15 31911 15 32167 16 32423 16 32678 17 32934 18 33190 18 33447 16 33703 16 33959 16 34216 14 34472 13 34730 9 34987 7 35245 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,21936 1 22189 8 22445 10 22700 12 22956 14 23212 15 23467 17 23723 18 23979 19 24235 19 24491 20 24747 20 25003 20 25260 19 25516 19 25773 17 26030 15 26288 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,15797 5 16051 8 16305 11 16559 14 16814 15 17069 17 17324 19 17580 20 17836 20 18092 20 18348 20 18604 19 18861 18 19118 16 19375 14 19632 13 19889 10 20147 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,5049 3 5303 7 5558 9 5813 11 6069 15 6324 19 6580 22 6836 23 7092 23 7349 21 7606 20 7863 18 8119 17 8376 15 8632 14 8889 8 9146 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,192 18 448 18 704 18 960 18 1217 16 1474 15 1730 14 1989 10 2247 7 2505 4
